brand;model;year_from;year_to;engine_volume;fuel_type;oil_ngn_5w30_product;oil_ngn_5w30_article;oil_ngn_5w40_product;oil_ngn_5w40_article;oil_specs;oil_fill_liters;filter_oil_mann;filter_oil_lynx;filter_oil_sufix;filter_air_mann;filter_air_lynx;filter_air_sufix;filter_cabin_mann;filter_cabin_lynx;filter_cabin_sufix;notes;at_type;at_oil_specs;at_oil_fill_liters;at_ngn_product;at_ngn_article;filter_oil_oe;filter_air_oe;filter_cabin_oe;oil_ngn_aline_5w30_product;oil_ngn_aline_5w30_article;oil_ngn_aline_5w40_product;oil_ngn_aline_5w40_article
Lexus;RX 270;2010;2015;2.7 (1AR-FE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ILSAC GF-5/GF-6A, 0W-20 / 5W-30;4.4;HU 6014/1 z;нет данных;нет данных;C 22 010;нет данных;нет данных;CU 1919;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mazda;3;2007;2012;1.6 (Z6);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A5/B5, API SN, 5W-30;3.9;W 67/1;нет данных;нет данных;C 30 189;нет данных;нет данных;CU 22 001-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mazda;3;2007;2012;2.0 (LF);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A5/B5, API SN, 5W-30;4.3;W 712/73;нет данных;нет данных;C 31 101;нет данных;нет данных;CU 22 001-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mazda;CX-5;2014;2017;2.0/2.5 Skyactiv-G;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN, ILSAC GF-5, 0W-20;4.5;W 6018/1;нет данных;нет данных;C 27 019;нет данных;нет данных;CU 24 009;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mazda;CX-5;2014;2017;2.2 Skyactiv-D;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, 5W-30;5.8;W 811/80;нет данных;нет данных;C 17 010;нет данных;нет данных;CU 24 009;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mazda;CX-4;2016;2023;2.0/2.5 Skyactiv-G;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ILSAC GF-6A, 0W-20;4.5;W 6018/1;нет данных;нет данных;C 27 019;нет данных;нет данных;CU 24 009;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mazda;CX-7;2011;2012;2.3T (L3-VDT);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A5/B5, API SN, 5W-30;5.7;W 7015;нет данных;нет данных;C 28 110;нет данных;нет данных;CU 2043;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mazda;CX-7;2011;2012;2.5 (L5-VE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A5/B5, API SN, 5W-30;5.0;W 712/73;нет данных;нет данных;C 28 110;нет данных;нет данных;CU 2043;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mazda;6;2010;2012;1.8/2.0 MZR;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A5/B5, 5W-30;4.3;W 712/73;нет данных;нет данных;C 31 101/1;нет данных;нет данных;CU 2043;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mazda;6;2010;2012;2.5 MZR;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A5/B5, 5W-30;5.0;W 712/73;нет данных;нет данных;C 31 101/1;нет данных;нет данных;CU 2043;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mercedes-Benz;E-Class W212;2009;2013;E200/E250 (M271);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.5, 5W-40;5.5;HU 514 y;нет данных;нет данных;C 3210 / C 32 026;нет данных;нет данных;CU 29 002;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mercedes-Benz;E-Class W212;2009;2013;E300/E350 (M272/M276);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.5, 5W-40;6.5-8.0;HU 718/5 x / HU 7025 z;нет данных;нет данных;C 3698/3-2;нет данных;нет данных;CU 29 002;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mercedes-Benz;E-Class W212;2009;2013;E200/E220/E250 CDI (OM651);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.51, 5W-30;6.5;HU 7010 z;нет данных;нет данных;C 3210;нет данных;нет данных;CU 29 002;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mercedes-Benz;GL-Class W166;2014;2015;GL350 BlueTEC (OM642);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.51/229.52, 5W-30;8.0;HU 821 x;нет данных;нет данных;C 30 005;нет данных;нет данных;CU 26 013-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mercedes-Benz;GL-Class W166;2014;2015;GL400/GL500 (M276/M278);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.5, 5W-40;7.0-8.5;HU 7025 z;нет данных;нет данных;C 3218 / C 32 026;нет данных;нет данных;CU 26 013-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mercedes-Benz;GLA X156;2014;2017;GLA200/GLA250 (M270);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.5, 5W-40;5.8;HU 711/6 z;нет данных;нет данных;C 27 004;нет данных;нет данных;CU 26 007;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mercedes-Benz;GLA X156;2014;2017;GLA200/220 CDI (OM651);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.51, 5W-30;6.5;HU 7010 z;нет данных;нет данных;C 29 007;нет данных;нет данных;CU 26 007;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mercedes-Benz;M-Class W166;2011;2015;ML 250 BlueTEC (OM651);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.51, 5W-30;6.5;HU 7010 z;нет данных;нет данных;C 3210;нет данных;нет данных;CU 26 013-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mercedes-Benz;M-Class W166;2011;2015;ML 350 BlueTEC (OM642);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.51/229.52, 5W-30;8.0;HU 821 x;нет данных;нет данных;C 30 005;нет данных;нет данных;CU 26 013-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mercedes-Benz;M-Class W166;2011;2015;ML 350 (M276);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.5, 5W-40;7.0;HU 7025 z;нет данных;нет данных;C 32 026;нет данных;нет данных;CU 26 013-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;ASX;2010;2023;1.6 (4A92);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ILSAC GF-5/GF-6, 0W-20/5W-30;4.0;W 610/3;нет данных;нет данных;C 25 120;нет данных;нет данных;CU 2141;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;ASX;2010;2023;1.8 (4B10) / 2.0 (4B11);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ILSAC GF-5/GF-6, 0W-20/5W-30;4.3;W 610/3;нет данных;нет данных;C 27 003;нет данных;нет данных;CU 2141;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Lancer;2007;2017;1.5 (4A91);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, 5W-30;4.0;W 67/1;нет данных;нет данных;C 25 120;нет данных;нет данных;CU 2141;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Lancer;2007;2017;1.8 (4B10) / 2.0 (4B11);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, 5W-30;4.3;W 610/3;нет данных;нет данных;C 27 003;нет данных;нет данных;CU 2141;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;L200;2006;2023;2.5 DI-D (4D56);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA B3/B4 / C3, 5W-40 / 5W-30;6.3;W 9069;нет данных;нет данных;C 24 011;нет данных;нет данных;CU 2231;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;L200;2006;2023;2.4 DI-D (4N15);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, 5W-30;8.4;W 610/3;нет данных;нет данных;C 24 011;нет данных;нет данных;CU 2231;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Outlander;2007;2021;2.0 / 2.4 (4B11/4B12);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ILSAC GF-5/GF-6, 0W-20/5W-30;4.3-4.6;W 610/3;нет данных;нет данных;C 27 003;нет данных;нет данных;CU 2141;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Outlander;2007;2021;3.0 V6 (6B31);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, 5W-30;4.3;W 610/3;нет данных;нет данных;C 25 654;нет данных;нет данных;CU 2141;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Pajero;2006;2021;3.0 / 3.8 V6 (6G72/6G75);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, 5W-30 / 5W-40;4.9;W 811/80;нет данных;нет данных;C 35 127;нет данных;нет данных;CU 2231;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Pajero;2006;2021;3.2 DI-D (4M41);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA B3/B4 / C3, 5W-30 / 5W-40;9.3;W 10 703;нет данных;нет данных;C 35 127;нет данных;нет данных;CU 2231;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Pajero Sport;2008;2023;2.5 DI-D (4D56);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA B3/B4 / C3, 5W-40 / 5W-30;6.3;W 9069;нет данных;нет данных;C 24 011;нет данных;нет данных;CU 2231;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Pajero Sport;2008;2023;3.0 V6 (6B31);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, 5W-30;4.3;W 610/3;нет данных;нет данных;C 24 011;нет данных;нет данных;CU 2231;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Pajero Sport;2008;2023;2.4 DI-D (4N15);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, 5W-30;8.4;W 610/3;нет данных;нет данных;C 24 011;нет данных;нет данных;CU 2231;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Almera;2012;2019;1.6 (K4M);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3/B4, API SN, 5W-30 / 5W-40;4.8;W 75/3;нет данных;нет данных;C 18 58/2;нет данных;нет данных;CU 1829;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Juke;2011;2019;1.6 (HR16DE) / 1.6T (MR16DDT);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, 5W-30;4.3-4.5;W 67/1;нет данных;нет данных;C 23 115;нет данных;нет данных;CU 1629;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Juke;2011;2019;1.5 dCi (K9K);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C4, 5W-30;4.4;W 7032;нет данных;нет данных;C 23 115;нет данных;нет данных;CU 1629;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Murano;2008;2016;3.5 V6 (VQ35DE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, 5W-30;4.8;W 67/1;нет данных;нет данных;C 28 150;нет данных;нет данных;CU 22 018;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Pathfinder;2011;2013;2.5 dCi (YD25DDTi);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3/B4, 5W-30 / 5W-40;7.0-8.0;W 920/48;нет данных;нет данных;C 28 150;нет данных;нет данных;CU 26 011-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Pathfinder;2011;2013;4.0 V6 (VQ40DE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN, 5W-30;5.1;W 67/1;нет данных;нет данных;C 28 150;нет данных;нет данных;CU 26 011-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Pulsar;2015;2023;1.2 DIG-T / 1.6 DIG-T;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, API SN, 5W-30;4.3-4.6;HU 10 002 z / W 6025;нет данных;нет данных;C 2329;нет данных;нет данных;CU 1629;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Pulsar;2015;2023;1.5 dCi (K9K);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C4, Renault RN0720, 5W-30;4.4;W 7032;нет данных;нет данных;C 2329;нет данных;нет данных;CU 1629;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Qashqai;2007;2021;1.6 / 2.0 (Petrol);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN, ACEA A3/B4, 5W-30 / 5W-40;4.3-4.6;W 67/1;нет данных;нет данных;C 23 115 / C 2433/2;нет данных;нет данных;CU 1936 / CU 25 003;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Qashqai;2007;2021;1.2 DIG-T;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, 5W-30;4.7;HU 10 002 z;нет данных;нет данных;C 2329;нет данных;нет данных;CU 25 003;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Qashqai;2007;2021;1.6 dCi (R9M);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C4, 5W-30;5.5;HU 6011 z;нет данных;нет данных;C 23 115;нет данных;нет данных;CU 25 003;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Sentra;2014;2018;1.6 (HR16DE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, 5W-30;4.3;W 67/1;нет данных;нет данных;C 23 115;нет данных;нет данных;CU 1629;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Tiida;2007;2015;1.6 (HR16DE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, 5W-30 / 5W-40;4.3;W 67/1;нет данных;нет данных;C 23 115;нет данных;нет данных;CU 1629 / CU 2345;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Terrano;2014;2023;1.6 / 2.0 (Petrol);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3/B4, API SN, 5W-30 / 5W-40;4.3-5.4;W 75/3;нет данных;нет данных;C 18 58/2;нет данных;нет данных;CU 1829;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;X-Trail;2007;2021;2.0 / 2.5 (Petrol);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN, ILSAC GF-5, 5W-30 / 5W-40;4.4-5.1;W 67/1 / W 610/6;нет данных;нет данных;C 23 115 / C 2533/1;нет данных;нет данных;CU 1936 / CU 25 003;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;X-Trail;2007;2021;1.6 dCi (R9M);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C4, 5W-30;5.5;HU 6011 z;нет данных;нет данных;C 2533/1;нет данных;нет данных;CU 25 003;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Opel;Astra;2007;2015;1.4 / 1.6 / 1.8 (Petrol);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;GM Dexos 2, ACEA C3, 5W-30;4.0-4.5;HU 612/2 x;нет данных;нет данных;C 30 130 / C 26 106;нет данных;нет данных;CU 3054 / CU 2442;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Opel;Astra;2007;2015;1.7 CDTI;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;GM Dexos 2, ACEA C3, 5W-30;5.0-5.4;HU 820/1 y;нет данных;нет данных;C 30 130 / C 26 106;нет данных;нет данных;CU 3054 / CU 2442;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Opel;Antara;2010;2015;2.4 / 3.0 / 3.2 (Petrol);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;GM Dexos 2, ACEA C3, 5W-30;4.7-6.2;HU 612/2 x / W 712/75;нет данных;нет данных;C 27 107;нет данных;нет данных;CU 2440;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Opel;Antara;2010;2015;2.2 CDTi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;GM Dexos 2, ACEA C3, 5W-30;5.4-5.6;HU 7030 z;нет данных;нет данных;C 27 107;нет данных;нет данных;CU 2440;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Opel;Mokka;2012;2015;1.4T / 1.6 / 1.8;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;GM Dexos 2, ACEA C3, 5W-30;4.0-4.5;HU 612/2 x;нет данных;нет данных;C 24 012/1;нет данных;нет данных;CU 2442;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Porsche;Cayenne;2010;2017;3.0 dCi (Diesel);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;Porsche C30, 5W-30;7.3-8.3;HU 721/4 x;нет данных;нет данных;C 39 002;нет данных;нет данных;CUK 2847/1;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Porsche;Cayenne;2010;2017;3.6 V6 / 4.8 V8 (Petrol);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;Porsche A40, 5W-40;6.8-9.5;HU 721/4 x;нет данных;нет данных;C 39 002;нет данных;нет данных;CUK 2847/1;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Renault;Clio;2012;2015;1.2 16V;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;RN0700, 5W-30 / 5W-40;4.0;W 66 / W 6025;нет данных;нет данных;C 2030;нет данных;нет данных;CU 1629;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Renault;Clio;2012;2015;1.5 dCi (K9K);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;RN0720, 5W-30;4.5-4.8;W 7032;нет данных;нет данных;C 2030;нет данных;нет данных;CU 1629;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
